email,fullName,phone,cardToken,maskedPan,expiry,brand,issuerCountryCode,issuerCountryName,amount,createdAt,txExternalId
user0015@example.com,Anna Koval,+380808439792,tok_000102,6567********4309,03/29,MASTERCARD,PL,Poland,207.76,2026-01-27T02:08:42.5436435Z,tx_bfed83af926a430e9f2f099a3cd55a1f
user0022@example.com,Sofia Bondarenko,+380666381494,tok_000093,3882********0247,05/34,AMEX,ES,Spain,262.54,2026-01-30T18:37:42.5436435Z,tx_31343a3691f047b39380c280c5441e28
user0012@example.com,Anna Koval,+380531179928,tok_000011,3100********7260,08/26,MASTERCARD,FR,France,345.9,2026-02-02T08:03:42.5436435Z,tx_b17ce4f18af04b42b4fd3c70b25309ce
user0037@example.com,Daria Bondarenko,+380570384718,tok_000022,9793********6985,09/26,MASTERCARD,FR,France,212.78,2026-01-25T13:31:42.5436435Z,tx_6b8d697ff64c45acafea54a2e8bc3149
user0023@example.com,Anna Shevchenko,+380530669507,tok_000015,0556********4523,11/32,AMEX,GB,United Kingdom,190.78,2026-02-15T20:26:42.5436435Z,tx_f7496b5e93dc44748c12c7d6685f0bce
user0049@example.com,Olena Bondarenko,+380797650836,tok_000009,6402********1200,09/32,VISA,UA,Ukraine,59.74,2026-01-31T21:32:42.5436435Z,tx_49aa30cc5a204b6191b2dc6b4fdf7572
user0025@example.com,Anna Tkachenko,+380645449308,tok_000111,2422********6771,08/27,VISA,US,United States,153.59,2026-02-04T17:45:42.5436435Z,tx_90b476c6948d4f849486c010a0a1b030
user0026@example.com,Sofia Shevchenko,+380991936369,tok_000007,4817********3876,12/33,VISA,US,United States,249.82,2026-01-28T23:03:42.5436435Z,tx_8b3b02fc425f4a0e96e52fe14b8829c5
user0003@example.com,Anna Kravchenko,+380868748512,tok_000097,2834********7467,02/34,AMEX,PL,Poland,273.66,2026-01-29T15:54:42.5436435Z,tx_cc6d6bd6bfae45ab9abf3a264ae3bdc5
user0037@example.com,Iryna Koval,+380910357882,tok_000112,1839********5309,09/28,AMEX,US,United States,25.04,2026-02-09T04:05:42.5436435Z,tx_0e6f9c694c164b05b8e0170c67052fcd
user0021@example.com,Anna Kravchenko,+380734163133,tok_000032,8363********6531,06/29,VISA,IT,Italy,399.69,2026-01-23T01:53:42.5436435Z,tx_2e80f3fefddc49f88e14419ca25dcd02
user0033@example.com,Iryna Bondarenko,+380612022532,tok_000075,8363********2041,04/31,MASTERCARD,US,United States,141.25,2026-02-15T03:30:42.5436435Z,tx_d098b1bc055842298b062e80f0a32c64
user0049@example.com,Vika Bondarenko,+380921383785,tok_000006,1975********6903,03/27,AMEX,US,United States,450.88,2026-02-11T02:04:42.5436435Z,tx_a42babe447134b38b38ff253c6c9f976
user0028@example.com,Sofia Tkachenko,+380702199681,tok_000078,4743********5332,03/28,AMEX,GB,United Kingdom,179.59,2026-01-26T13:04:42.5436435Z,tx_f24363c3cdd14e85ba8a63b14b878402
user0007@example.com,Sofia Kravchenko,+380882998884,tok_000083,9767********5495,08/28,VISA,FR,France,102.99,2026-01-31T05:10:42.5436435Z,tx_f881af9f2a494357bf452526221cb8b6
user0005@example.com,Anna Kravchenko,+380557566607,tok_000117,4669********4238,07/31,MASTERCARD,US,United States,182.96,2026-02-01T18:44:42.5436435Z,tx_6bc8b7ebedf0402a8f4ed7b903439f9a
user0049@example.com,Maria Bondarenko,+380635215189,tok_000039,0633********1480,05/27,VISA,US,United States,468.55,2026-02-11T10:55:42.5436435Z,tx_3cad10c197cc4496b7e8345694d8a7ee
user0002@example.com,Sofia Melnyk,+380543989082,tok_000005,6748********0425,06/28,VISA,GB,United Kingdom,478.66,2026-02-01T01:48:42.5436435Z,tx_3cf47a0ce2cc4d35a08afcdc01bea96e
user0011@example.com,Maria Koval,+380882859688,tok_000033,0562********6454,07/31,AMEX,GB,United Kingdom,475.56,2026-02-18T11:30:42.5436435Z,tx_0761680352a546a9b5f8697837cc22ec
user0017@example.com,Anna Kravchenko,+380943857075,tok_000034,2548********4799,10/32,VISA,ES,Spain,498.58,2026-01-29T09:54:42.5436435Z,tx_55fcb6ac5a0a4da59d909bf9846f5f6d
user0016@example.com,Olena Koval,+380938070467,tok_000036,1936********5696,09/27,AMEX,GB,United Kingdom,150,2026-02-01T01:16:42.5436435Z,tx_14428de1f42245ce84625ffcae202819
user0047@example.com,Sofia Koval,+380581399795,tok_000099,0881********0683,07/33,AMEX,US,United States,108.21,2026-01-26T16:25:42.5436435Z,tx_e591e7fa3b7040e6a316233dd1d06cbe
user0030@example.com,Kateryna Tkachenko,+380913082716,tok_000054,6527********4033,06/31,MASTERCARD,US,United States,473.34,2026-01-27T23:57:42.5436435Z,tx_b2571c127efe4007a438d7f92c1ae820
user0027@example.com,Anna Tkachenko,+380961687628,tok_000056,2855********5999,02/29,MASTERCARD,FR,France,79.79,2026-01-26T14:09:42.5436435Z,tx_70e53edc9c854a60acfe63b206bf4c36
user0018@example.com,Daria Koval,+380978158582,tok_000116,2753********0087,12/31,MASTERCARD,RO,Romania,131.68,2026-02-03T15:21:42.5436435Z,tx_8de4226f992a4b628f700f9866c860d3
user0003@example.com,Kateryna Tkachenko,+380635641692,tok_000050,3409********5164,06/30,VISA,US,United States,194.48,2026-02-01T14:25:42.5436435Z,tx_1b4256094f914bc8884e4b30fef75b25
user0007@example.com,Sofia Kravchenko,+380857250575,tok_000116,2575********8173,05/27,AMEX,GB,United Kingdom,52.14,2026-01-24T19:26:42.5436435Z,tx_da1035d298d64ce782a50114fc072c42
user0027@example.com,Daria Bondarenko,+380553535147,tok_000053,0529********5383,12/30,MASTERCARD,ES,Spain,153.57,2026-01-27T07:07:42.5436435Z,tx_418af3e040ca4ee7a1121b3161d7293a
user0034@example.com,Kateryna Melnyk,+380984234607,tok_000075,4790********3693,06/32,VISA,RO,Romania,246.47,2026-02-10T07:43:42.5436435Z,tx_338eb27c31cc4763a5ad29864bc40d9c
user0043@example.com,Daria Kravchenko,+380960449371,tok_000008,0939********0822,01/30,MASTERCARD,IT,Italy,208.85,2026-01-21T22:14:42.5436435Z,tx_6e005bba2b8749818d9be780bd3f7cd1
user0035@example.com,Maria Kravchenko,+380576061968,tok_000091,6710********6816,07/31,VISA,DE,Germany,253.52,2026-01-30T08:05:42.5436435Z,tx_344b6b82701241fe97120d8cbf53eb3d
user0004@example.com,Anna Tkachenko,+380745785801,tok_000093,7794********5480,12/31,MASTERCARD,RO,Romania,161.16,2026-01-30T17:20:42.5436435Z,tx_040dc3f9f994469a955eb7312132175c
user0015@example.com,Olena Kravchenko,+380783808365,tok_000008,1337********0613,01/29,AMEX,IT,Italy,152.12,2026-02-09T23:18:42.5436435Z,tx_3742700bd5cb4f4b8bf10c72b79ce158
user0022@example.com,Sofia Kravchenko,+380549846384,tok_000015,9223********4763,12/30,MASTERCARD,CZ,Czechia,264.72,2026-02-02T06:51:42.5436435Z,tx_a4cbcc798989445bbd7c66ce0a86231f
user0012@example.com,Anna Shevchenko,+380962550960,tok_000090,2002********5879,02/26,VISA,US,United States,153.01,2026-02-08T22:26:42.5436435Z,tx_29512f68235e45d982d6f2c0efba57b1
user0045@example.com,Maria Koval,+380979604357,tok_000092,9823********8670,06/29,VISA,GB,United Kingdom,32.79,2026-02-03T22:58:42.5436435Z,tx_6a78edcf24c6490bbd5b513fd3e32492
user0048@example.com,Sofia Tkachenko,+380844169153,tok_000054,0406********7223,04/33,AMEX,CZ,Czechia,380.19,2026-02-15T08:36:42.5436435Z,tx_814cddbaaf7844aeb58338a18da69d23
user0048@example.com,Daria Koval,+380863913334,tok_000106,1254********9529,05/31,MASTERCARD,PL,Poland,436.92,2026-01-26T14:42:42.5436435Z,tx_6e23a0445d54413ab1f3439972c0b251
user0022@example.com,Iryna Melnyk,+380797153182,tok_000029,7835********3366,02/33,AMEX,FR,France,489.54,2026-02-04T13:56:42.5436435Z,tx_8e1f04f8d0284eda8e8d7cee0076f1d8
user0023@example.com,Olena Bondarenko,+380610245639,tok_000097,0555********7814,02/26,MASTERCARD,US,United States,181.47,2026-01-22T11:59:42.5436435Z,tx_bcbed3ed517243b4a1fb12fdd8b30fe5
user0004@example.com,Kateryna Bondarenko,+380931681975,tok_000016,5353********4155,04/26,AMEX,GB,United Kingdom,163.51,2026-01-20T04:24:42.5436435Z,tx_b18ba162a0064edc96f90a9629bc9e1e
user0027@example.com,Sofia Kravchenko,+380659075606,tok_000092,9240********3030,01/34,AMEX,PL,Poland,175.34,2026-01-27T00:05:42.5436435Z,tx_82a430e7fe66452cade81b4269f5dadf
user0034@example.com,Daria Kravchenko,+380737868640,tok_000044,8277********0003,01/28,AMEX,RO,Romania,269.64,2026-02-10T00:46:42.5436435Z,tx_c845adfd64374a13a4b96207df06d0ec
user0043@example.com,Olena Koval,+380871514307,tok_000076,8961********8374,01/28,AMEX,CZ,Czechia,226.26,2026-01-30T07:14:42.5436435Z,tx_0dca97c59647479b81c7a0c5313ca94f
user0043@example.com,Anna Melnyk,+380935761133,tok_000088,1738********5448,06/34,AMEX,DE,Germany,454.1,2026-02-04T13:27:42.5436435Z,tx_1727c8c719b54ccaac675281ee1883b7
user0008@example.com,Kateryna Melnyk,+380921109687,tok_000024,4717********8239,06/28,AMEX,UA,Ukraine,160.78,2026-02-04T06:57:42.5436435Z,tx_7707b6066ec0460d93ae85af6e376975
user0019@example.com,Daria Koval,+380528064239,tok_000011,2685********9928,08/31,AMEX,GB,United Kingdom,211.42,2026-02-01T11:38:42.5436435Z,tx_a987e51b7c1348128537073faafed3c4
user0018@example.com,Anna Koval,+380693324730,tok_000039,9306********2906,05/31,AMEX,GB,United Kingdom,358.8,2026-02-06T20:53:42.5436435Z,tx_4fc882843cba4673a85a7ebf49e793d8
user0019@example.com,Vika Koval,+380553780101,tok_000087,4646********5785,02/26,VISA,FR,France,358.58,2026-02-04T02:18:42.5436435Z,tx_d8f487112baa46f8b8cdcc5c8325b36a
user0035@example.com,Anna Kravchenko,+380985580802,tok_000038,2660********3373,01/27,VISA,CZ,Czechia,160.72,2026-01-26T03:11:42.5436435Z,tx_256b056f097d4909bcee168bb2f9b19b
user0041@example.com,Anna Melnyk,+380508279726,tok_000099,6940********5583,05/29,MASTERCARD,US,United States,412.54,2026-02-07T12:52:42.5436435Z,tx_cf34796df96949ffb101fff8885e7cfd
user0011@example.com,Vika Tkachenko,+380859665405,tok_000083,2789********7616,03/28,MASTERCARD,GB,United Kingdom,464.8,2026-02-04T04:53:42.5436435Z,tx_862bad3910954b4da4b902f2822b8fb5
user0044@example.com,Sofia Melnyk,+380800864172,tok_000056,9148********6285,09/32,MASTERCARD,PL,Poland,279.21,2026-01-20T13:14:42.5436435Z,tx_b4b0fc16d8314b61965bcca3d98c862e
user0048@example.com,Daria Koval,+380686231461,tok_000047,8676********2689,06/33,MASTERCARD,RO,Romania,326.64,2026-02-10T23:38:42.5436435Z,tx_f279cae28b3243f5902a926a0e839a4b
user0022@example.com,Sofia Koval,+380631592630,tok_000078,3667********3121,08/27,AMEX,US,United States,264.94,2026-02-17T04:43:42.5436435Z,tx_fd18bf14ae51442a9a7e2c46747ee32c
user0017@example.com,Sofia Melnyk,+380554145524,tok_000071,8836********0227,07/31,VISA,UA,Ukraine,389.17,2026-02-17T07:11:42.5436435Z,tx_b1bbff38f7f0453b9113cf445ca47ac7
user0015@example.com,Iryna Shevchenko,+380631451235,tok_000070,7812********8691,01/31,VISA,US,United States,70.79,2026-01-22T09:34:42.5436435Z,tx_0dc8c0c6049146139a03a22dbb1edd23
user0024@example.com,Iryna Melnyk,+380774409914,tok_000055,5140********0208,05/28,MASTERCARD,ES,Spain,151.49,2026-02-06T07:11:42.5436435Z,tx_927ca9d31b2b460da4ede0812275cbf8
user0040@example.com,Kateryna Kravchenko,+380831308113,tok_000039,8012********6800,07/34,AMEX,FR,France,310.02,2026-01-26T17:58:42.5436435Z,tx_6226907287164bd289f36685ce4171d5
user0010@example.com,Olena Bondarenko,+380972657426,tok_000035,5492********7593,11/26,VISA,DE,Germany,288.28,2026-02-06T06:12:42.5436435Z,tx_2c2e862de0b24cfe9a39a398399f25b7
user0032@example.com,Vika Koval,+380820863750,tok_000019,3514********0324,05/28,MASTERCARD,PL,Poland,41.06,2026-02-16T13:40:42.5436435Z,tx_685c4e1f5b4942fc95abf9c4391a55f9
user0044@example.com,Olena Koval,+380992851474,tok_000003,2631********3729,03/28,AMEX,DE,Germany,84.48,2026-01-24T19:56:42.5436435Z,tx_2a082d655d9f44cabdf34649510e8fd9
user0012@example.com,Anna Kravchenko,+380907917994,tok_000033,5234********1209,11/28,VISA,UA,Ukraine,148.29,2026-02-18T01:21:42.5436435Z,tx_6c5504c56e0645b0afbd0ce0e2554113
user0010@example.com,Olena Shevchenko,+380518220548,tok_000036,0969********3616,09/31,MASTERCARD,FR,France,330.96,2026-02-14T18:55:42.5436435Z,tx_2eb909d7598848a18321d3c7e76dea1b
user0043@example.com,Maria Koval,+380517881558,tok_000048,5284********1116,03/31,MASTERCARD,FR,France,422.08,2026-01-25T17:50:42.5436435Z,tx_0d509885ea494a71abedd884cc6ae125
user0008@example.com,Maria Koval,+380812918121,tok_000071,2132********8873,07/34,AMEX,IT,Italy,381.26,2026-02-07T16:54:42.5436435Z,tx_8f92d12bc0dc4107b65163e74052622f
user0016@example.com,Daria Koval,+380628922820,tok_000118,9593********6698,07/30,AMEX,ES,Spain,456.4,2026-02-15T15:12:42.5436435Z,tx_897223af4a354e15a2b0430401b45fc0
user0023@example.com,Sofia Shevchenko,+380869529884,tok_000053,4609********0634,12/29,VISA,US,United States,281.15,2026-02-15T11:04:42.5436435Z,tx_e3a5235995e84654a2f6b992fe957401
user0047@example.com,Sofia Shevchenko,+380976081146,tok_000043,7985********0187,03/26,VISA,IT,Italy,263.25,2026-01-28T11:23:42.5436435Z,tx_d179bc6bc189495eaa338ef7e89a6725
user0036@example.com,Daria Shevchenko,+380961306985,tok_000012,3182********9979,05/29,VISA,IT,Italy,110.81,2026-02-01T16:35:42.5436435Z,tx_5b13211be55d46bfa8e9fcbdb1ec5279
user0033@example.com,Sofia Melnyk,+380606804731,tok_000037,9283********9612,05/30,AMEX,GB,United Kingdom,285.53,2026-01-30T12:01:42.5436435Z,tx_eb1e68d43deb48548494d52cec17279e
user0001@example.com,Maria Kravchenko,+380664587875,tok_000008,0044********1083,02/27,MASTERCARD,PL,Poland,473.44,2026-01-24T16:35:42.5436435Z,tx_1ad162c471c747ae89589467c8b1bebd
user0042@example.com,Maria Shevchenko,+380907488205,tok_000019,8636********0150,09/31,VISA,RO,Romania,499.57,2026-01-29T09:43:42.5436435Z,tx_1392d91306c445f4878a39ed5a990c26
user0010@example.com,Daria Kravchenko,+380871207183,tok_000022,6702********5409,10/34,AMEX,ES,Spain,266.92,2026-02-12T02:34:42.5436435Z,tx_170db04198334668af31a47234f962d4
user0003@example.com,Maria Bondarenko,+380535369719,tok_000114,8110********7913,02/31,AMEX,FR,France,41.03,2026-02-14T17:08:42.5436435Z,tx_c44a2c3e7ea0495b87a30e6952f215e6
user0010@example.com,Maria Tkachenko,+380918141234,tok_000117,2727********7861,07/33,VISA,US,United States,228.99,2026-01-19T14:41:42.5436435Z,tx_0593746692104fb08638ced42a71b9f3
user0034@example.com,Maria Tkachenko,+380542523321,tok_000016,8109********2956,11/30,MASTERCARD,UA,Ukraine,494.4,2026-02-09T08:17:42.5436435Z,tx_64ea811c07d042beac01c8365a629b1c
user0035@example.com,Iryna Koval,+380908481173,tok_000065,6707********9235,04/32,VISA,CZ,Czechia,288.79,2026-02-06T17:29:42.5436435Z,tx_2f79273ff5494b9b8d841d215c19a8c4
user0027@example.com,Iryna Koval,+380862914946,tok_000100,8485********5240,11/28,MASTERCARD,CZ,Czechia,171.76,2026-02-04T07:58:42.5436435Z,tx_ae4f9190f7b0474491d380e8335ddce4
user0036@example.com,Kateryna Kravchenko,+380637173853,tok_000100,1588********2217,12/31,AMEX,PL,Poland,233.5,2026-02-09T23:56:42.5436435Z,tx_ac9f29a4aecd42168c92ddc90d2339b9
user0019@example.com,Vika Melnyk,+380752970086,tok_000039,1398********1631,09/27,VISA,US,United States,61.08,2026-01-23T20:09:42.5436435Z,tx_8bd325e6e43e4f0d8519bb717faea9de
user0025@example.com,Maria Koval,+380944276502,tok_000070,6559********5283,05/26,AMEX,IT,Italy,355.13,2026-02-06T00:53:42.5436435Z,tx_5ee08971b02f47c085f35897387687ec
user0044@example.com,Sofia Melnyk,+380590391799,tok_000096,3592********6170,07/28,MASTERCARD,US,United States,208.6,2026-01-19T17:58:42.5436435Z,tx_fbc6e7e48578478c984867aecbb5b3de
user0004@example.com,Kateryna Kravchenko,+380791447637,tok_000081,7375********2073,04/33,MASTERCARD,ES,Spain,20.68,2026-01-19T20:47:42.5436435Z,tx_205d1b4578874d17a9421f2b57981b70
user0008@example.com,Anna Shevchenko,+380918226633,tok_000046,1265********2811,05/32,VISA,DE,Germany,181.26,2026-01-21T17:00:42.5436435Z,tx_49f89230c1f24d8ca9702dd3ff309d64
user0002@example.com,Iryna Shevchenko,+380506644567,tok_000072,3268********2379,06/30,AMEX,GB,United Kingdom,75.55,2026-02-07T00:08:42.5436435Z,tx_41d96dc7b37945eda3b3ccbebdccfae8
user0003@example.com,Anna Shevchenko,+380629203553,tok_000028,5353********2298,11/32,MASTERCARD,DE,Germany,323.05,2026-01-19T14:16:42.5436435Z,tx_936d01ddff3147a18bc38f3ca6c64703
user0011@example.com,Kateryna Bondarenko,+380787113463,tok_000009,2151********9723,05/33,VISA,CZ,Czechia,174.54,2026-01-25T08:43:42.5436435Z,tx_9e5199c1b9454cebbd2935b25ceddc60
user0032@example.com,Vika Tkachenko,+380544925841,tok_000024,9282********0086,05/30,VISA,DE,Germany,315.23,2026-01-31T15:04:42.5436435Z,tx_187312a8a9b2473ea4a1eb6cce8209b6
user0042@example.com,Anna Melnyk,+380705304759,tok_000111,8142********9566,01/31,MASTERCARD,US,United States,354.99,2026-01-21T05:43:42.5436435Z,tx_8ae2a05fe09141a0924ae8e81f76a914
user0044@example.com,Maria Koval,+380889703433,tok_000099,5092********5841,04/34,AMEX,PL,Poland,34.73,2026-02-04T00:39:42.5436435Z,tx_c81acb541cfa40d4a7e5a0794ac2c6c2
user0011@example.com,Olena Melnyk,+380875927548,tok_000071,5559********4768,12/28,VISA,DE,Germany,445.94,2026-02-04T10:10:42.5436435Z,tx_121ecd98b59b4d3c9a42a73ec31b48a6
user0049@example.com,Olena Kravchenko,+380718258811,tok_000028,6669********7396,06/31,VISA,PL,Poland,96.55,2026-02-15T19:29:42.5436435Z,tx_f88bd0caa49245d59036abb6906ab525
user0048@example.com,Daria Koval,+380560464128,tok_000070,5775********1418,02/26,VISA,RO,Romania,401.79,2026-01-26T16:57:42.5436435Z,tx_e900649fde264e489c30005f79e2cffa
user0013@example.com,Anna Koval,+380727361107,tok_000109,0548********2189,06/31,MASTERCARD,CZ,Czechia,441.73,2026-02-04T16:32:42.5436435Z,tx_7ab75dc651b1449cb493a963dc0f0c2f
user0039@example.com,Iryna Bondarenko,+380539953790,tok_000064,7164********8603,12/30,VISA,CZ,Czechia,166.61,2026-02-11T07:49:42.5436435Z,tx_f23b86b7bca04976b05fccb1dcab5461
user0029@example.com,Maria Kravchenko,+380734569354,tok_000077,7319********0543,01/33,AMEX,UA,Ukraine,433.22,2026-02-09T10:50:42.5436435Z,tx_829050aab3084896983d657d3e2e0605
user0037@example.com,Maria Tkachenko,+380842673263,tok_000004,0986********6237,01/33,MASTERCARD,ES,Spain,199.45,2026-02-08T18:27:42.5436435Z,tx_358f47f21b93447dbb2a3304487fda9b
user0017@example.com,Olena Melnyk,+380695879802,tok_000007,2199********3431,02/33,VISA,RO,Romania,137.95,2026-02-14T23:56:42.5436435Z,tx_71bfc1b2fe9e49e0ab16b4601ddd37ef
user0014@example.com,Anna Koval,+380792001002,tok_000034,2243********6234,11/26,MASTERCARD,RO,Romania,185.42,2026-01-20T01:45:42.5436435Z,tx_d36822706ca044e48a37c616686534df
user0040@example.com,Iryna Bondarenko,+380626551093,tok_000014,2176********1322,05/30,AMEX,IT,Italy,476.22,2026-02-10T10:43:42.5436435Z,tx_600d6d17c0b54b0aad1ccd2bc7df8ef0
user0033@example.com,Sofia Melnyk,+380840941268,tok_000037,3556********7660,02/32,AMEX,ES,Spain,292.77,2026-02-17T20:58:42.5436435Z,tx_ebf9a48e1bf947449f8600e948beec33
user0004@example.com,Maria Koval,+380604860325,tok_000078,7772********2304,05/27,VISA,ES,Spain,253.88,2026-01-31T10:34:42.5436435Z,tx_d30d5e0a44c8454d90e66bc62393304e
user0022@example.com,Vika Kravchenko,+380986637582,tok_000118,1395********4889,01/31,MASTERCARD,ES,Spain,129.26,2026-01-30T07:08:42.5436435Z,tx_d06c8d13d034484486b70c5708f0c982
user0047@example.com,Vika Kravchenko,+380812521213,tok_000050,4553********9175,08/31,AMEX,CZ,Czechia,490.28,2026-01-29T07:50:42.5436435Z,tx_d58118b5fa934ff5a55d380984a49ec9
user0011@example.com,Vika Shevchenko,+380976898698,tok_000044,6677********3661,08/31,VISA,IT,Italy,80,2026-01-22T02:07:42.5436435Z,tx_7fae8bd0068c42df859fe5970e724c68
user0010@example.com,Vika Melnyk,+380849267701,tok_000095,4109********9218,05/29,VISA,US,United States,242.34,2026-02-01T11:19:42.5436435Z,tx_2907359c5cd14fc7a24900dcd9530502
user0016@example.com,Kateryna Shevchenko,+380821875388,tok_000080,7594********4901,05/27,MASTERCARD,IT,Italy,492.57,2026-01-23T03:45:42.5436435Z,tx_fb6d353ed2c94ee296f68a1c3d358215
user0012@example.com,Kateryna Kravchenko,+380989689983,tok_000046,7860********4145,09/29,AMEX,DE,Germany,99.63,2026-02-11T10:02:42.5436435Z,tx_f87804195fee418780bc67ccef49967f
user0026@example.com,Kateryna Bondarenko,+380586078357,tok_000043,2477********0246,06/30,VISA,CZ,Czechia,309.87,2026-02-16T10:58:42.5436435Z,tx_da4dda461f114ca5becc2ed0f77d9488
user0005@example.com,Sofia Melnyk,+380622702590,tok_000063,8992********2213,11/30,MASTERCARD,ES,Spain,332.76,2026-01-31T04:50:42.5436435Z,tx_a7ae74847dd045f18834928e6a6b7b53
user0033@example.com,Sofia Bondarenko,+380919331370,tok_000090,9916********0023,08/28,AMEX,DE,Germany,180.59,2026-02-01T17:23:42.5436435Z,tx_ae213ffac0c446a5af539e594a2e9cb8
user0041@example.com,Vika Tkachenko,+380846680259,tok_000005,6536********7254,11/27,AMEX,RO,Romania,124.01,2026-01-29T16:28:42.5436435Z,tx_13c65898a3344389a2fc171ff9e98690
user0017@example.com,Vika Tkachenko,+380668088251,tok_000014,0184********4638,11/30,AMEX,DE,Germany,68.35,2026-01-22T09:06:42.5436435Z,tx_86110691f150436e943a032c16c7f5eb
user0019@example.com,Sofia Tkachenko,+380621374020,tok_000100,9140********4148,02/27,VISA,IT,Italy,198.43,2026-01-26T18:34:42.5436435Z,tx_df59ee10cb8d47dea2c54be413cc4a27
user0044@example.com,Anna Melnyk,+380805816616,tok_000009,9927********7966,04/29,AMEX,CZ,Czechia,477.28,2026-02-13T23:19:42.5436435Z,tx_245853ed17854e76bfa1d86cadc6e4f8
user0011@example.com,Vika Shevchenko,+380804869197,tok_000041,1888********9053,12/33,VISA,IT,Italy,293.24,2026-01-26T12:08:42.5436435Z,tx_680870f2a4124b8ab5d3031243d8bb28
user0003@example.com,Kateryna Bondarenko,+380862823510,tok_000010,8398********2058,05/31,AMEX,GB,United Kingdom,161,2026-02-09T11:53:42.5436435Z,tx_7adc2b107480481ebf64c30b52b64b0c
user0049@example.com,Olena Shevchenko,+380630289661,tok_000047,2950********9107,11/27,VISA,ES,Spain,333.4,2026-02-02T14:55:42.5436435Z,tx_2f4db8c680664f0c87952fc13e8febe5
user0008@example.com,Vika Tkachenko,+380660590853,tok_000049,4222********8007,04/32,MASTERCARD,DE,Germany,15.9,2026-01-27T13:11:42.5436435Z,tx_b56f69f9302548acb0141d5bb396f550
user0009@example.com,Sofia Kravchenko,+380519792726,tok_000073,9579********7122,09/33,AMEX,RO,Romania,130.18,2026-02-13T18:44:42.5436435Z,tx_bc06c8522e5e48a4a024e2ba104469ab
user0022@example.com,Kateryna Melnyk,+380830651358,tok_000081,7154********2220,05/28,VISA,UA,Ukraine,415.06,2026-01-22T04:21:42.5436435Z,tx_8826b8f534b94f369db5a740ccd0fdfb
user0048@example.com,Anna Shevchenko,+380520888307,tok_000042,3706********4290,11/26,AMEX,PL,Poland,148.48,2026-02-09T19:04:42.5436435Z,tx_b3d51bd2dfca439d80c5c317248f1000
user0018@example.com,Iryna Shevchenko,+380502558299,tok_000064,7723********6098,10/27,AMEX,UA,Ukraine,259.31,2026-01-20T04:03:42.5436435Z,tx_8589a14c0ee345cca55cc399147efcdc
user0001@example.com,Iryna Koval,+380954591935,tok_000004,4180********6307,02/34,MASTERCARD,RO,Romania,243.68,2026-02-03T18:17:42.5436435Z,tx_9e05a948db344db8a0b5c81335fed36e
user0019@example.com,Kateryna Kravchenko,+380554705928,tok_000046,8835********0314,12/33,VISA,PL,Poland,156.02,2026-02-01T19:21:42.5436435Z,tx_15f52b4d58b2415fabd3041ef46eee6d
user0039@example.com,Vika Koval,+380536687554,tok_000076,1223********4106,05/26,VISA,CZ,Czechia,404.61,2026-02-08T16:25:42.5436435Z,tx_a56b86fe97cd42d88f1d6a9e1fc396fa
user0013@example.com,Kateryna Koval,+380832869036,tok_000073,5636********4742,04/33,AMEX,CZ,Czechia,128.9,2026-01-22T17:15:42.5436435Z,tx_a28f27f247574df5a98bf72348af2d3a
user0045@example.com,Anna Shevchenko,+380647925956,tok_000058,2946********2668,10/32,AMEX,PL,Poland,379.48,2026-02-05T08:43:42.5436435Z,tx_ce02d15a5a614e0180ca652f5e692d56
user0040@example.com,Sofia Bondarenko,+380986256908,tok_000076,1820********7217,08/33,AMEX,GB,United Kingdom,203.8,2026-01-23T08:25:42.5436435Z,tx_05331d772aed41bf8771a21828c089b9
user0003@example.com,Sofia Bondarenko,+380544484259,tok_000027,1377********9135,11/29,MASTERCARD,UA,Ukraine,348.7,2026-02-08T16:40:42.5436435Z,tx_6f436c04d26b4d7abd8f405ed2365565
user0000@example.com,Kateryna Tkachenko,+380907690844,tok_000078,8059********5389,11/28,VISA,FR,France,154.03,2026-02-12T05:10:42.5436435Z,tx_a79105dbd8f2446fa36eb3954c6c6297
user0015@example.com,Olena Shevchenko,+380693896657,tok_000084,8854********4194,09/26,AMEX,RO,Romania,28.19,2026-01-21T06:04:42.5436435Z,tx_5933b2f77a25484a99169826d84c85e3
user0042@example.com,Anna Kravchenko,+380738832429,tok_000067,6434********4632,01/27,VISA,ES,Spain,31.75,2026-02-05T13:26:42.5436435Z,tx_213b74893277401ea903c46654a99b19
user0045@example.com,Kateryna Kravchenko,+380950768091,tok_000013,1098********9202,09/33,AMEX,FR,France,468.79,2026-01-21T06:16:42.5436435Z,tx_22a602d6db5849d0b9aea2f764ee9a29
user0045@example.com,Daria Shevchenko,+380875737509,tok_000072,0432********0221,01/33,VISA,UA,Ukraine,65,2026-02-05T18:10:42.5436435Z,tx_cde301582ad94238ae8c1688f78e5fb3
user0040@example.com,Kateryna Koval,+380911300927,tok_000114,4137********6049,10/34,VISA,GB,United Kingdom,197.99,2026-02-08T19:36:42.5436435Z,tx_00dd20490dd54a15a5ca743392a851d2
user0036@example.com,Anna Koval,+380818804451,tok_000112,8779********1998,07/30,VISA,RO,Romania,166.61,2026-02-06T04:32:42.5436435Z,tx_3a27a5aa9d93483981dc1adc4d86dd7b
user0022@example.com,Maria Shevchenko,+380760527214,tok_000086,9714********3030,05/28,VISA,US,United States,490.52,2026-02-01T17:48:42.5436435Z,tx_74a9871b01594698ab4ed0e1446e0e9e
